Organism,feature_number,network,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource,Experiment,Replicate,DayNight,variable,value
Pocillopora verrucosa,10572,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,1,Day,log2_change,-3.342108578226028
Pocillopora verrucosa,10572,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,10572,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,3,Day,log2_change,-5.250161115591107
Pocillopora verrucosa,10572,2261,Benzenoids,0.6,superclass,5,Insilico,dorcierr,4,Day,log2_change,-3.561082611103501
Pocillopora verrucosa,10993,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,10993,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,10993,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,10993,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11091,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-3.991946770772342
Pocillopora verrucosa,11091,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-5.142390962472944
Pocillopora verrucosa,11091,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-2.8793950584235484
Pocillopora verrucosa,11091,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11124,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-8.322886082823398
Pocillopora verrucosa,11124,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-7.453837336098932
Pocillopora verrucosa,11124,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11124,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-7.476802165983145
Pocillopora verrucosa,11130,1704,Organic acids and derivatives,0.5714285714285714,superclass,14,Insilico,dorcierr,1,Day,log2_change,-3.7347852902229497
Pocillopora verrucosa,11130,1704,Organic acids and derivatives,0.5714285714285714,superclass,14,Insilico,dorcierr,2,Day,log2_change,-3.12802478367284
Pocillopora verrucosa,11130,1704,Organic acids and derivatives,0.5714285714285714,superclass,14,Insilico,dorcierr,3,Day,log2_change,-4.157696173316385
Pocillopora verrucosa,11130,1704,Organic acids and derivatives,0.5714285714285714,superclass,14,Insilico,dorcierr,4,Day,log2_change,-3.668910918354219
Pocillopora verrucosa,11155,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11155,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11155,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11155,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11169,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,log2_change,-8.9092929398814409
Pocillopora verrucosa,11169,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11169,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11169,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,log2_change,-7.9524533492671585
Pocillopora verrucosa,11247,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11247,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11247,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11247,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11263,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,log2_change,-5.5565405183711425
Pocillopora verrucosa,11263,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,log2_change,-5.837140713153859
Pocillopora verrucosa,11263,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11263,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,log2_change,-6.8036304803705
Pocillopora verrucosa,11299,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-3.955396399675556
Pocillopora verrucosa,11299,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-2.721524268713052
Pocillopora verrucosa,11299,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-3.2791456569867448
Pocillopora verrucosa,11299,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-2.6635136234409096
Pocillopora verrucosa,11321,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-3.15292120399158
Pocillopora verrucosa,11321,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-1.536654863769444
Pocillopora verrucosa,11321,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-2.982026338334282
Pocillopora verrucosa,11321,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-2.690841207026603
Pocillopora verrucosa,11350,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11350,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11350,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11350,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.593014194587134
Pocillopora verrucosa,11365,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-3.102491116835026
Pocillopora verrucosa,11365,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-2.6020013965536486
Pocillopora verrucosa,11365,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-3.7515312087531805
Pocillopora verrucosa,11365,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-2.7393643669995957
Pocillopora verrucosa,11389,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,1,Day,log2_change,-3.2307282242009263
Pocillopora verrucosa,11389,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,2,Day,log2_change,-2.4832067950414545
Pocillopora verrucosa,11389,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,3,Day,log2_change,-3.346000120742282
Pocillopora verrucosa,11389,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11506,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-5.581002995715986
Pocillopora verrucosa,11506,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-3.431973511706528
Pocillopora verrucosa,11506,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11506,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-4.883461446324076
Pocillopora verrucosa,11528,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11528,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11528,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11528,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-3.753425940382824
Pocillopora verrucosa,11544,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11544,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11544,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11544,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11573,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11573,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11573,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11573,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11606,2237,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11606,2237,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11606,2237,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11606,2237,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11615,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-4.341548072193344
Pocillopora verrucosa,11615,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-3.326355997530525
Pocillopora verrucosa,11615,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-2.1247823301378355
Pocillopora verrucosa,11615,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-4.059348213622583
Pocillopora verrucosa,11666,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11666,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11666,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11666,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11709,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-4.821791520286292
Pocillopora verrucosa,11709,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-4.018086085702428
Pocillopora verrucosa,11709,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-3.9349460711933215
Pocillopora verrucosa,11709,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-4.373720399742234
Pocillopora verrucosa,11749,87,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11749,87,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11749,87,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-2.4099753247297393
Pocillopora verrucosa,11749,87,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-2.2364587859997203
Pocillopora verrucosa,11783,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11783,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11783,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11783,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11793,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11793,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11793,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,3,Day,log2_change,-0.99586538461557506
Pocillopora verrucosa,11793,550,Lipids and lipid-like molecules,0.5714285714285714,superclass,35,Insilico,dorcierr,4,Day,log2_change,-1.5052269038182318
Pocillopora verrucosa,11814,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,log2_change,-3.0178976635032413
Pocillopora verrucosa,11814,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,log2_change,-4.519410004770491
Pocillopora verrucosa,11814,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,log2_change,-3.5610581639978256
Pocillopora verrucosa,11814,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,log2_change,-2.772442613180016
Pocillopora verrucosa,11874,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-4.469775509398886
Pocillopora verrucosa,11874,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-3.454583434736067
Pocillopora verrucosa,11874,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-1.2226604516565658
Pocillopora verrucosa,11874,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11901,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,11901,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,11901,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,11901,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,11980,1306,Lipids and lipid-like molecules,0.7428571428571429,superclass,14,Insilico,dorcierr,1,Day,log2_change,-3.345367106635369
Pocillopora verrucosa,11980,1306,Lipids and lipid-like molecules,0.7428571428571429,superclass,14,Insilico,dorcierr,2,Day,log2_change,-2.167221611071149
Pocillopora verrucosa,11980,1306,Lipids and lipid-like molecules,0.7428571428571429,superclass,14,Insilico,dorcierr,3,Day,log2_change,-1.0072808551079038
Pocillopora verrucosa,11980,1306,Lipids and lipid-like molecules,0.7428571428571429,superclass,14,Insilico,dorcierr,4,Day,log2_change,-2.2041524858471
Pocillopora verrucosa,12180,4013,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-4.048529650951705
Pocillopora verrucosa,12180,4013,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-2.787379039214286
Pocillopora verrucosa,12180,4013,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-3.5957582204878427
Pocillopora verrucosa,12180,4013,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-3.2895362107280444
Pocillopora verrucosa,12387,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,12387,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,log2_change,-5.074570216357516
Pocillopora verrucosa,12387,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,log2_change,-4.870617386509772
Pocillopora verrucosa,12387,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,12422,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,12422,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,12422,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-4.658473295892949
Pocillopora verrucosa,12422,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-4.868420081738139
Pocillopora verrucosa,12660,87,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,12660,87,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,12660,87,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-1.0337420039257528
Pocillopora verrucosa,12660,87,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-0.7000660034381723
Pocillopora verrucosa,13096,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.275272528129049
Pocillopora verrucosa,13096,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,13096,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-5.5468240651891385
Pocillopora verrucosa,13096,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-5.231314257708521
Pocillopora verrucosa,13127,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-4.446955459196307
Pocillopora verrucosa,13127,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-2.3146636749716945
Pocillopora verrucosa,13127,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-2.3190628303811858
Pocillopora verrucosa,13127,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-3.131417822282752
Pocillopora verrucosa,13139,6137,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-2.8688688329874976
Pocillopora verrucosa,13139,6137,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-2.866531594923427
Pocillopora verrucosa,13139,6137,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-3.029110073973442
Pocillopora verrucosa,13139,6137,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-3.3723621046361036
Pocillopora verrucosa,13158,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,1,Day,log2_change,-4.307329280664081
Pocillopora verrucosa,13158,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,2,Day,log2_change,-1.083566402742188
Pocillopora verrucosa,13158,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,3,Day,log2_change,-2.1561209904109546
Pocillopora verrucosa,13158,343,Glycerophosphoethanolamines,1,subclass,3,Library,dorcierr,4,Day,log2_change,-1.6188777340707334
Pocillopora verrucosa,13174,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,13174,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,13174,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,13174,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,13209,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,13209,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,2,Day,log2_change,-4.196661715407355
Pocillopora verrucosa,13209,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,3,Day,log2_change,-4.702160195189165
Pocillopora verrucosa,13209,2393,Fatty Acyls,0.7666666666666666,class,3,Insilico,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,13233,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,13233,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,13233,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,13233,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,13254,1841,Fatty acid esters,1.1,subclass,2,Library,dorcierr,1,Day,log2_change,-3.878539102799538
Pocillopora verrucosa,13254,1841,Fatty acid esters,1.1,subclass,2,Library,dorcierr,2,Day,log2_change,-5.5204159232186525
Pocillopora verrucosa,13254,1841,Fatty acid esters,1.1,subclass,2,Library,dorcierr,3,Day,log2_change,-4.127246601494931
Pocillopora verrucosa,13254,1841,Fatty acid esters,1.1,subclass,2,Library,dorcierr,4,Day,log2_change,-4.734360162926338
Pocillopora verrucosa,13315,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,1,Day,log2_change,-3.1484146457210955
Pocillopora verrucosa,13315,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,2,Day,log2_change,-4.156778718773367
Pocillopora verrucosa,13315,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,3,Day,log2_change,-0.994174399129862
Pocillopora verrucosa,13315,131,"Amino acids, peptides, and analogues",1.0534883720930233,subclass,43,Insilico,dorcierr,4,Day,log2_change,-1.8698793381893624
Pocillopora verrucosa,13318,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,13318,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,13318,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,13318,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,14578,87,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-5.051567701499791
Pocillopora verrucosa,14578,87,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,14578,87,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-1.1572038086241754
Pocillopora verrucosa,14578,87,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-1.1110933544579606
Pocillopora verrucosa,14615,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,log2_change,-8.905038843652354
Pocillopora verrucosa,14615,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,14615,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,14615,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,14621,17,Fatty amides,1,subclass,1,Library,dorcierr,1,Day,log2_change,-7.6509299575672065
Pocillopora verrucosa,14621,17,Fatty amides,1,subclass,1,Library,dorcierr,2,Day,log2_change,-7.239070890461259
Pocillopora verrucosa,14621,17,Fatty amides,1,subclass,1,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,14621,17,Fatty amides,1,subclass,1,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,14682,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-3.642134632907394
Pocillopora verrucosa,14682,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-4.479376488226848
Pocillopora verrucosa,14682,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-4.347637331535469
Pocillopora verrucosa,14682,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-4.506916687029447
Pocillopora verrucosa,14682,-1,Dibenzylbutanediol lignans,1,NA,NA,Library,dorcierr,1,Day,log2_change,-3.642134632907394
Pocillopora verrucosa,14682,-1,Dibenzylbutanediol lignans,1,NA,NA,Library,dorcierr,2,Day,log2_change,-4.479376488226848
Pocillopora verrucosa,14682,-1,Dibenzylbutanediol lignans,1,NA,NA,Library,dorcierr,3,Day,log2_change,-4.347637331535469
Pocillopora verrucosa,14682,-1,Dibenzylbutanediol lignans,1,NA,NA,Library,dorcierr,4,Day,log2_change,-4.506916687029447
Pocillopora verrucosa,14847,80,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,1.0852516172771414
Pocillopora verrucosa,14847,80,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-3.3048254639763845
Pocillopora verrucosa,14847,80,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,0.2985555195215672
Pocillopora verrucosa,14847,80,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,0.6083885333553658
Pocillopora verrucosa,14856,80,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-1.155436949888175
Pocillopora verrucosa,14856,80,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-0.8517716774705372
Pocillopora verrucosa,14856,80,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-1.234914228928371
Pocillopora verrucosa,14856,80,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-1.127504171225341
Pocillopora verrucosa,15291,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,15291,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,15291,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,15291,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,15427,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,15427,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,15427,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,15427,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,15525,2237,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,15525,2237,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,15525,2237,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,15525,2237,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,15587,-1,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,15587,-1,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,15587,-1,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,15587,-1,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,16046,21,Fatty acid esters,1,subclass,21,Library,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,16046,21,Fatty acid esters,1,subclass,21,Library,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,16046,21,Fatty acid esters,1,subclass,21,Library,dorcierr,3,Day,log2_change,-6.6
Pocillopora verrucosa,16046,21,Fatty acid esters,1,subclass,21,Library,dorcierr,4,Day,log2_change,-6.6
Pocillopora verrucosa,16494,80,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-3.356048708740972
Pocillopora verrucosa,16494,80,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-4.343487062967203
Pocillopora verrucosa,16494,80,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-0.6052745865518634
Pocillopora verrucosa,16494,80,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-4.4956570460551255
Pocillopora verrucosa,17057,80,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,-6.6
Pocillopora verrucosa,17057,80,NA,NA,NA,NA,NA,dorcierr,2,Day,log2_change,-6.6
Pocillopora verrucosa,17057,80,NA,NA,NA,NA,NA,dorcierr,3,Day,log2_change,-1.4069333546628386
Pocillopora verrucosa,17057,80,NA,NA,NA,NA,NA,dorcierr,4,Day,log2_change,-1.2752971591660818
Pocillopora verrucosa,17069,80,NA,NA,NA,NA,NA,dorcierr,1,Day,log2_change,0.050623600716359254
