feature_number,Organism,network,activity,xic,log10,ra,asin,log2_change,net_act,combined_ID,binary_ID,ZodiacMF,ZodiacScore,C,H,N,O,P,S,NOSC,dG
6054,Dictyota,147,recalcitrant,7658740.4243691405,6.62787289350976,1.9336847472671648e-4,1.9336847816876947e-4,-0.9081790438473314,147,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C10H24N10O3P,1,10,24,10,3,1,0,0.7000000000000002,40.349999999999994
6058,Turf,-1,recalcitrant,2809248.3876171634,6.380596687956599,1.780482597478729e-4,1.7804826127835804e-4,-0.19665255928162378,-6058,no matches;no matches;no matches;no matches,3,C12H24N2O5,0.965565566,12,24,2,5,0,0,-0.666666666666667,79.30000000000001
6059,Pocillopora verrucosa,148,recalcitrant,22783258.23388686,7.353592628422932,5.504177847312655e-4,5.50417813074263e-4,-0.430080384424524,148,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C11H32N15OP,1,11,32,15,1,1,0,0.9090909090909092,34.39090909090909
6059,Porites lobata,148,recalcitrant,15366115.747257747,7.1864894159114465,0.0012265627973769263,0.0012265631121360521,-0.3394712082616655,148,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C11H32N15OP,1,11,32,15,1,1,0,0.9090909090909092,34.39090909090909
6064,CCA,7143,depletolite,3770016.011093858,6.576023933481176,3.664427585715226e-4,3.664427677135955e-4,-1.2716009319544779,7143,8-methyl Nonanoic acid,2,C15H18N10O2,1,15,18,10,2,0,0,1.0666666666666669,29.89999999999999
6064,Dictyota,7143,depletolite,6222770.901693311,6.792710387954589,1.7836020570717885e-4,1.7836020677416175e-4,-2.2262054309124935,7143,8-methyl Nonanoic acid,2,C15H18N10O2,1,15,18,10,2,0,0,1.0666666666666669,29.89999999999999
6064,Turf,7143,depletolite,4236190.7857498955,6.626971758071303,2.8026454591500034e-4,2.802645496628405e-4,-0.8724765117218082,7143,8-methyl Nonanoic acid,2,C15H18N10O2,1,15,18,10,2,0,0,1.0666666666666669,29.89999999999999
6067,Dictyota,-1,recalcitrant,9149299.083289059,6.952678943528608,2.527977836781121e-4,2.5279778640765343e-4,-0.23595583328339292,-6067,no matches;no matches;no matches;no matches,3,C7H17NO5,0.9997998,7,17,1,5,0,0,-0.5714285714285712,76.58571428571427
6077,CCA,-1,recalcitrant,2594068.744729492,6.057806782912483,2.0137578776597225e-4,2.01375792014445e-4,-2.0539623746844775,-6077,"(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6093,Dictyota,154,recalcitrant,5979260.917232424,6.743290295799469,1.6118572896469096e-4,1.611857298018457e-4,-0.8565834434432309,154,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C11H18O7,1,11,18,0,7,0,0,-0.3636363636363633,70.66363636363636
6096,Dictyota,247,recalcitrant,38977217.55576368,7.452112712804588,0.0010053762742836217,0.0010053766328123697,-1.0635067641641922,247,Spectral Match to N-Acetyl-D-glucosamine from NIST14,2,C8H20N9O3P,1,8,20,9,3,1,0,1,31.799999999999997
6100,CCA,280,recalcitrant,92916128.5946406,7.862090680270985,0.007797640424893905,0.007797768520086004,-3.1306483388003903,280,OxymetazolineHCl,2,C4H21N10O2,0.991991992,4,21,10,2,0,0,3.25,-32.325
6100,Dictyota,280,recalcitrant,141204259.53245512,8.1473016281177415,0.004063978384585366,0.004063991456249581,-5.0194169791612415,280,OxymetazolineHCl,2,C4H21N10O2,0.991991992,4,21,10,2,0,0,3.25,-32.325
6100,Porites lobata,280,recalcitrant,114674763.94312508,7.834962569931392,0.008385816437914969,0.008386085598116365,-2.161432048964178,280,OxymetazolineHCl,2,C4H21N10O2,0.991991992,4,21,10,2,0,0,3.25,-32.325
6100,Turf,280,recalcitrant,91819639.47629306,7.68780793623735,0.005658768230478911,0.005658859837098883,-3.7234903909050745,280,OxymetazolineHCl,2,C4H21N10O2,0.991991992,4,21,10,2,0,0,3.25,-32.325
6104,Dictyota,-1,recalcitrant,4598781.598269543,6.54138260566492,1.1918944279689602e-4,1.1918944335532229e-4,-1.5351675820868411,-6104,no matches;no matches;no matches;no matches,3,C15H23N5O5,0.780980981,15,23,5,5,0,0,0.1333333333333333,56.5
6107,Dictyota,336,depletolite,21527619.898107395,7.302495558558613,6.40128959407118e-4,6.401290323164937e-4,-0.4217787601937331,336,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C13H23NO5,1,13,23,1,5,0,0,-0.7692307692307692,82.22307692307692
6108,Dictyota,165,recalcitrant,29175312.32551559,6.861598421441813,9.340094463351565e-4,9.34009970008888e-4,-2.205091336188164,165,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,C17H27NO5,1,17,27,1,5,0,0,-0.8235294117647056,83.7705882352941
6108,Turf,165,recalcitrant,1479182.0950195296,6.159022790368562,9.608038040786335e-5,9.608038056493731e-5,1.2489629257618562,165,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;nan,3,C17H27NO5,1,17,27,1,5,0,0,-0.8235294117647056,83.7705882352941
6110,Dictyota,437,recalcitrant,24481615.892357387,7.387665195468857,7.014274732124201e-4,7.014275379019907e-4,-0.25248447607206986,437,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C18H51N17O5P2,0.846846847,18,51,17,5,2,0,0,60.3
6113,CCA,1309,recalcitrant,466442.52844922,5.62762433503804,4.13310469129422e-5,4.133104692616457e-5,2.693665703288767,1309,NCGC00385399-01!3-hydroxy-5-methoxy-3-methoxycarbonyl-5-oxopentanoic acid,2,C12H20O7,1,12,20,0,7,0,0,-0.5,74.55
6113,Dictyota,1309,recalcitrant,25055280.977001883,7.123916787085937,6.311773243187314e-4,6.311774477806301e-4,-2.8243002575787237,1309,NCGC00385399-01!3-hydroxy-5-methoxy-3-methoxycarbonyl-5-oxopentanoic acid,2,C12H20O7,1,12,20,0,7,0,0,-0.5,74.55
6113,Pocillopora verrucosa,1309,recalcitrant,570917.9182949308,5.65342722967214,1.4364471026086824e-5,1.436447102720291e-5,-0.8107054036441839,1309,NCGC00385399-01!3-hydroxy-5-methoxy-3-methoxycarbonyl-5-oxopentanoic acid,2,C12H20O7,1,12,20,0,7,0,0,-0.5,74.55
6113,Porites lobata,1309,recalcitrant,1764404.2021640586,6.240242556568337,1.4367731914670222e-4,1.4367731975047684e-4,-0.4376654252908679,1309,NCGC00385399-01!3-hydroxy-5-methoxy-3-methoxycarbonyl-5-oxopentanoic acid,2,C12H20O7,1,12,20,0,7,0,0,-0.5,74.55
6116,CCA,247,recalcitrant,2785222.9174785153,6.148023961314896,2.1840965593995727e-4,2.1840966092100255e-4,-0.9057026545898418,247,"Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;Amino acids, peptides, and analogues",3,C16H29NO10,0.987987988,16,29,1,10,0,0,-0.375,70.9875
6116,Dictyota,247,recalcitrant,2890361.877742191,6.265802289717701,7.365305331780763e-5,7.365305348510058e-5,-0.9434871092746381,247,"Organic compounds;Organoheterocyclic compounds;Organooxygen compounds;Amino acids, peptides, and analogues",3,C16H29NO10,0.987987988,16,29,1,10,0,0,-0.375,70.9875
6117,CCA,-1,recalcitrant,9785119.385093786,6.989032007767337,9.783423935400659e-4,9.783425946171416e-4,-0.4785066899679579,-6117,no matches;no matches;no matches;no matches,3,C17H27N2O5,1,17,27,2,5,0,0,-0.6470588235294121,78.74117647058824
6117,Dictyota,-1,recalcitrant,92487307.04924436,7.964603482128755,0.0025957218274500005,0.0025957247647258124,-0.7273067212309396,-6117,no matches;no matches;no matches;no matches,3,C17H27N2O5,1,17,27,2,5,0,0,-0.6470588235294121,78.74117647058824
6122,CCA,459,recalcitrant,169569.05695117105,2.765188940557486,2.0491026274323826e-5,2.0491026280059703e-5,4.058990147321309,459,Organic compounds;Organoheterocyclic compounds;Diazanaphthalenes;nan,3,C7H22N12O4P,1,7,22,12,4,1,0,2.428571428571429,-8.914285714285725
6122,Dictyota,459,recalcitrant,25265208.410818372,6.663513955131488,6.235756279470429e-4,6.235757843603053e-4,-5.405627535706066,459,Organic compounds;Organoheterocyclic compounds;Diazanaphthalenes;nan,3,C7H22N12O4P,1,7,22,12,4,1,0,2.428571428571429,-8.914285714285725
6135,CCA,345,recalcitrant,3532937.101484377,6.204636788659526,4.1818195447824525e-4,4.181819983492109e-4,-2.180344716711535,345,"16,16-Dimethylprostaglandin D2",2,C26H38O5,1,26,38,0,5,0,0,-1.0769230769230766,90.99230769230769
6139,Turf,-1,recalcitrant,42525857.54961707,7.628518804514623,0.0028181631773363915,0.002818167031239708,0.10401794383822133,-6139,no matches;no matches;no matches;no matches,3,C18H25NO4,1,18,25,1,4,0,0,-0.7777777777777777,82.46666666666667
6142,Dictyota,1291,depletolite,39696200.92074978,7.598388853740163,0.0011203171837891016,0.001120317424119052,-1.4010353147341446,1291,"Monolinolenin (9c,12c,15c)",2,C19H37NO6,1,19,37,1,6,0,0,-1.1578947368421053,93.3
6168,Dictyota,165,recalcitrant,22723184.952249993,7.351829385506466,6.571880036758057e-4,6.571880615246524e-4,2.102497401053809,165,"9-Oxo-10E,12Z,15Z-octadecatrienoic acid",1,C18H26O2,1,18,26,0,2,0,0,-1.2222222222222223,95.13333333333333
6169,Dictyota,5993,recalcitrant,14725819.617595717,6.372969727309808,3.6323821317688906e-4,3.6323824432743485e-4,-4.642522247702467,5993,"Organic compounds;Nucleosides, nucleotides, and analogues;Purine nucleosides;Carbohydrates and carbohydrate conjugates",3,C10H19NO8,1,10,19,1,8,0,0,0,60.3
6173,CCA,567,recalcitrant,4263867.412757844,6.6271309421528,4.289050027456023e-4,4.289050203018894e-4,0.9679871262295114,567,Dimethyl succinate,2,C9H17NO3,1,9,17,1,3,0,0,-0.8888888888888893,85.63333333333334
6173,Dictyota,567,recalcitrant,40200673.600099765,7.60307834810212,0.0011297020325586622,0.0011297022754597047,-0.7312958895371452,567,Dimethyl succinate,2,C9H17NO3,1,9,17,1,3,0,0,-0.8888888888888893,85.63333333333334
6178,Dictyota,1409,recalcitrant,10402589.945080064,6.960263457419151,2.7641439005167304e-4,2.764143950268208e-4,1.5641314865877864,1409,Dinor-12-oxophytodienoic acid,1,C16H22O2,1,16,22,0,2,0,0,-1.125,92.3625
6192,Dictyota,3360,recalcitrant,13845941.99263672,6.846067028125912,3.4803402559937537e-4,3.4803404692854384e-4,-1.4639160561707536,3360,L-Leucyl-L-leucine methyl ester,2,C12H18O6,1,12,18,0,6,0,0,-0.5,74.55
6208,Dictyota,-1,recalcitrant,42305348.07216604,7.569546566190871,0.0012767044511076099,0.0012767051428537487,0.035256372256837934,-6208,"21-Hydroxy-5.beta.-pregnane-3,11,20-trione",2,C18H28O6,1,18,28,0,6,0,0,-0.8888888888888893,85.63333333333334
6210,Dictyota,199,recalcitrant,1044552819.1961218,9.018742726942587,0.029524056935197135,0.029528485620473,0.024402819853479796,199,"Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Amino acids, peptides, and analogues",3,C24H44N4O4,1,24,44,4,4,0,0,-1,88.8
6210,Pocillopora verrucosa,199,recalcitrant,39178538.269664064,7.593008978122386,9.542962371363866e-4,9.542963840023196e-4,0.33409723084897236,199,"Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Amino acids, peptides, and analogues",3,C24H44N4O4,1,24,44,4,4,0,0,-1,88.8
6219,Pocillopora verrucosa,3813,recalcitrant,580383.2762812544,5.753076191106503,1.3956978436940155e-5,1.3956978437430665e-5,2.011133901891722,3813,Atractylenolide III,2,C13H31NO7P,1,13,31,1,7,1,0,-1.4615384615384617,101.95384615384616
6220,Dictyota,147,recalcitrant,5869605.092039069,6.758337077960624,1.6181119852007192e-4,1.61811199241476e-4,0.07371191845080205,147,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C4H24N13O2P,0.997497497,4,24,13,2,1,0,3.5,-39.45
6223,Dictyota,4669,recalcitrant,116319355.06823835,8.064851678655199,0.0033270923602528517,0.0033270991739779636,0.16726821121250146,4669,11.beta.-Hydroxyprogesterone,2,C18H22O2,1,18,22,0,2,0,0,-1,88.8
6224,Dictyota,-1,recalcitrant,2647262.3576445347,3.3619135309981103,6.517078742340621e-5,6.51707876079365e-5,-2.761743653710884,-6224,Spectral Match to Pterostilbene from NIST14,2,C12H20N6O8,0.44994995,12,20,6,8,0,0,1.1666666666666665,27.050000000000004
6236,Dictyota,1114,recalcitrant,3870568.6640917966,6.565685108300246,1.0530561496508283e-4,1.0530561517996861e-4,-0.9598664625805389,1114,Baccatin III,2,C14H16NO4,1,14,16,1,4,0,0,-0.35714285714285676,70.47857142857141
6236,Porites lobata,1114,recalcitrant,1152874.438572271,6.035872908505884,8.89067006420964e-5,8.890670077897636e-5,0.09812578707100839,1114,Baccatin III,2,C14H16NO4,1,14,16,1,4,0,0,-0.35714285714285676,70.47857142857141
6242,Dictyota,165,recalcitrant,3054621.478833981,6.4332455827560615,9.195848307717316e-5,9.195848332814173e-5,-0.23694354081222568,165,"NCGC00385910-01_C15H20O4_1H-3a,6-Epoxyazulene-7-acetic acid, octahydro-4,8a-dimethyl-alpha-methylene-1-oxo-, (3aR,4S,6S,7R,8aS)-",2,C17H25NO4,1,17,25,1,4,0,0,-0.8235294117647056,83.7705882352941
6242,Turf,165,recalcitrant,2633916.6792460834,6.417946064253444,1.7265505196235366e-4,1.726550528224872e-4,-0.0476286485030705,165,"NCGC00385910-01_C15H20O4_1H-3a,6-Epoxyazulene-7-acetic acid, octahydro-4,8a-dimethyl-alpha-methylene-1-oxo-, (3aR,4S,6S,7R,8aS)-",2,C17H25NO4,1,17,25,1,4,0,0,-0.8235294117647056,83.7705882352941
6245,CCA,2619,recalcitrant,1043253.7097910137,6.002672760116419,9.60371797146754e-5,9.603717986281983e-5,3.0008474900168967,2619,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;nan,3,C11H33N6O4P2,1,11,33,6,4,2,0,-1.5454545454545459,104.34545454545454
6245,Dictyota,2619,recalcitrant,25693430.22612111,6.761292995482975,6.349925143118425e-4,6.34992676638445e-4,-2.8730682742626024,2619,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;nan,3,C11H33N6O4P2,1,11,33,6,4,2,0,-1.5454545454545459,104.34545454545454
6245,Porites lobata,2619,recalcitrant,665253.9184765604,5.814368123231601,5.432820071960959e-5,5.432820075344365e-5,2.3123943143298256,2619,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;nan,3,C11H33N6O4P2,1,11,33,6,4,2,0,-1.5454545454545459,104.34545454545454
6246,Dictyota,295,recalcitrant,1846361.356863282,3.2836734076716003,4.545406054955364e-5,4.545406061216121e-5,-0.7397988821649705,295,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Flavonoid glycosides,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6250,CCA,148,recalcitrant,2439396.3206659667,6.386634041831998,2.362037526158604e-4,2.3620375502536877e-4,-0.8715805434626835,148,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C14H24O7,1,14,24,0,7,0,0,-0.7142857142857144,80.65714285714286
6250,Dictyota,148,recalcitrant,2224374.7115585934,6.334073258045208,6.514176866787428e-5,6.514176873216056e-5,-1.0454812234643527,148,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C14H24O7,1,14,24,0,7,0,0,-0.7142857142857144,80.65714285714286
6250,Pocillopora verrucosa,148,recalcitrant,43488345.363991745,7.638368827818011,0.0010582414236772514,0.001058241622705682,-1.3567011485557852,148,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C14H24O7,1,14,24,0,7,0,0,-0.7142857142857144,80.65714285714286
6250,Porites lobata,148,recalcitrant,13340878.44319167,7.124464988095815,0.0010604645750320967,0.0010604647752597044,-1.1496436744729426,148,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C14H24O7,1,14,24,0,7,0,0,-0.7142857142857144,80.65714285714286
6250,Turf,148,recalcitrant,1461811.5576406107,6.152096902221379,9.482017062236772e-5,9.48201707756264e-5,-0.4215702709396689,148,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C14H24O7,1,14,24,0,7,0,0,-0.7142857142857144,80.65714285714286
6251,Dictyota,459,recalcitrant,4343001.386703139,3.469410006847043,1.0691680004252677e-4,1.0691680085731848e-4,-2.5287481366336593,459,Organic compounds;Organoheterocyclic compounds;Diazanaphthalenes;nan,3,C17H25N2O7,1,17,25,2,7,0,0,-0.2941176470588234,68.68235294117646
6255,Porites lobata,-1,recalcitrant,1726080.9728671925,3.269045643342435,1.5279138887743795e-4,1.527913912554026e-4,2.0764946351142557,-6255,Marrubiin,2,C13H27NO3P,1,13,27,1,3,1,0,-1.7692307692307692,110.72307692307692
6256,Dictyota,-1,recalcitrant,6604573.759974616,6.817176456789861,1.846639287472416e-4,1.8466392979832598e-4,0.23883572202547787,-6256,no matches;no matches;no matches;no matches,3,C10H16O5,1,10,16,0,5,0,0,-0.5999999999999996,77.39999999999999
6259,Dictyota,-1,recalcitrant,46717046.19497464,7.571355650674118,0.0012197768823437325,0.0012197774221164874,-1.5100427032965886,-6259,Dihydroartemisinin,2,C19H20NO,1,19,20,1,1,0,0,-0.7894736842105265,82.80000000000001
6266,CCA,-1,recalcitrant,667984.1468906337,5.819165648689896,6.308354407935934e-5,6.308354412191326e-5,0.7776928398156987,-6266,3-Methoxycyclohexanecarboxylic acid,2,C15H20N2O4,0.804104104,15,20,2,4,0,0,-0.40000000000000036,71.7
6266,Turf,-1,recalcitrant,587641.8653945324,5.765471234571915,3.9268069638964114e-5,3.926806965035619e-5,0.7722248260958531,-6266,3-Methoxycyclohexanecarboxylic acid,2,C15H20N2O4,0.804104104,15,20,2,4,0,0,-0.40000000000000036,71.7
6269,CCA,-1,recalcitrant,6091267.893724629,6.756923480445353,6.454502785892659e-4,6.454503619797311e-4,0.325693915040263,-6269,Simeton,1,C8H20N2P,1,8,20,2,0,1,0,-2.375,127.9875
6269,Dictyota,-1,recalcitrant,30104182.27785155,7.478576504338333,8.559345423522884e-4,8.559346536714339e-4,-1.037126544663754,-6269,Simeton,1,C8H20N2P,1,8,20,2,0,1,0,-2.375,127.9875
6269,Pocillopora verrucosa,-1,recalcitrant,6391489.840382816,6.79722184558206,1.5722645429404406e-4,1.5722645506015853e-4,0.3853133309813899,-6269,Simeton,1,C8H20N2P,1,8,20,2,0,1,0,-2.375,127.9875
6269,Turf,-1,recalcitrant,5934175.376593741,6.760171910111598,3.8480747509733976e-4,3.848074853751183e-4,1.351372994363126,-6269,Simeton,1,C8H20N2P,1,8,20,2,0,1,0,-2.375,127.9875
6273,Dictyota,-1,recalcitrant,27582202.090066407,7.396147288498899,8.272497951793284e-4,8.272499697799876e-4,0.6232839683187021,-6273,Tibolone,2,C15H24O4,1,15,24,0,4,0,0,-1.0666666666666664,90.69999999999999
6280,Dictyota,-1,recalcitrant,1541872.622191406,6.181047128939937,4.4782828546744295e-5,4.478282856584603e-5,-0.5467848377978368,-6280,Verbenalin,2,C16H23NO2P,1,16,23,1,2,1,0,-1.3125,97.70625
6280,Turf,-1,recalcitrant,2439610.5812558574,6.386587149919023,1.605953560030566e-4,1.6059535669441644e-4,0.08514385963504367,-6280,Verbenalin,2,C16H23NO2P,1,16,23,1,2,1,0,-1.3125,97.70625
6286,Dictyota,437,recalcitrant,72023647.65717201,7.856269583135122,0.0020235521210743537,0.0020235535162866016,-0.7155654929183893,437,"Organic compounds;Lipids and lipid-like molecules;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",3,C17H33N2O6,1,17,33,2,6,0,0,-0.882352941176471,85.44705882352942
6298,Dictyota,4057,recalcitrant,9506935.682265667,6.925185949660617,0.00025315939123614865,2.5315939495807187e-4,-1.7571610557137398,4057,Organic compounds;Organoheterocyclic compounds;Azoles;Carbohydrates and carbohydrate conjugates,3,C13H20O7,1,13,20,0,7,0,0,-0.4615384615384617,73.45384615384616
6300,Dictyota,148,recalcitrant,1656982.833156235,6.111851809324199,5.090679363674391e-5,5.0906793690992734e-5,0.02571554356756092,148,Organic compounds;Organoheterocyclic compounds;Carboxylic acids and derivatives;nan,3,C15H19N2O6,0.87967968,15,19,2,6,0,0,-0.06666666666666643,62.19999999999999
6314,CCA,1158,recalcitrant,1377123.1297812473,6.136613001290089,1.3831759473530595e-4,1.3831759531888685e-4,-0.6078213859832416,1158,Fluazifop-P-butyl,2,C15H29N5O5P,1,15,29,5,5,1,0,-0.5999999999999996,77.39999999999999
6314,Pocillopora verrucosa,1158,recalcitrant,38850473.34180414,7.572891696753968,9.315816920737712e-4,9.315818461979859e-4,0.2871366382472768,1158,Fluazifop-P-butyl,2,C15H29N5O5P,1,15,29,5,5,1,0,-0.5999999999999996,77.39999999999999
6314,Porites lobata,1158,recalcitrant,3249682.3945391085,6.510854901705445,2.5804488739533394e-4,2.580448902726389e-4,0.8973318578429852,1158,Fluazifop-P-butyl,2,C15H29N5O5P,1,15,29,5,5,1,0,-0.5999999999999996,77.39999999999999
6317,Dictyota,-1,recalcitrant,8907682.785531247,6.931168759998832,2.623449800190341e-4,2.6234498449879495e-4,0.11207840944037092,-6317,no matches;no matches;no matches;no matches,3,C16H27NO5,1,16,27,1,5,0,0,-0.875,85.2375
6323,Dictyota,-1,recalcitrant,5962916.769980447,6.74887613978389,1.615945319418117e-4,1.6159453274424193e-4,-0.12885481261262516,-6323,no matches;no matches;no matches;no matches,3,C19H29N8O,1,19,29,8,1,0,0,-0.1578947368421053,64.8
6354,Dictyota,2062,recalcitrant,9129895.928179676,6.9113501433140385,2.4362978820180957e-4,2.4362979143616143e-4,-0.5563025949390038,2062,Organic compounds;Organic acids and derivatives;Quinuclidines;nan,3,C10H12O5,1,10,12,0,5,0,0,-0.20000000000000018,66
6359,Dictyota,167,depletolite,1477852.2649335884,5.936473454201904,4.6439187658877316e-5,4.643918771193571e-5,-1.128431346043378,167,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;nan,3,C20H35NO5,1,20,35,1,5,0,0,-1.0999999999999996,91.64999999999999
6366,Dictyota,-1,recalcitrant,38277100.37291795,7.5395140886393746,0.0011473452415467036,0.0011473457040945753,0.966204071132696,-6366,"11-Deoxy-16,16-dimethylprostaglandin E2",2,C18H28O4,1,18,28,0,4,0,0,-1.1111111111111107,91.96666666666665
6367,CCA,-1,depletolite,8389543.937617175,6.923398811836967,8.303321534867804e-4,8.303322696471722e-4,-0.24544029566393058,-6367,Lynestrenol,1,C14H31NP,1,14,31,1,0,1,0,-2.3571428571428568,127.47857142857141
6367,Pocillopora verrucosa,-1,depletolite,7561580.551468733,6.878611897656439,1.840278149578265e-4,1.840278160052966e-4,-0.3447409489124634,-6367,Lynestrenol,1,C14H31NP,1,14,31,1,0,1,0,-2.3571428571428568,127.47857142857141
6367,Porites lobata,-1,depletolite,8845511.676164106,6.943888457082904,7.160731645401671e-4,7.16073234459473e-4,-0.3605634315034214,-6367,Lynestrenol,1,C14H31NP,1,14,31,1,0,1,0,-2.3571428571428568,127.47857142857141
6369,Dictyota,-1,recalcitrant,5558166.905363295,6.679921087236755,1.6833589867474265e-4,1.6833590033012505e-4,-3.5135193280318506,-6369,no matches;no matches;no matches;no matches,3,C13H29NO7P,1,13,29,1,7,1,0,-1.3076923076923075,97.56923076923076
6377,Dictyota,21,depletolite,12292166.46109376,7.0279429602699555,3.25827395413826e-4,3.258274038176351e-4,-2.6339443844098476,21,Spectral Match to Acetyl-L-carnitine from NIST14,2,C13H23NO4,1,13,23,1,4,0,0,-0.9230769230769234,86.6076923076923
6380,Dictyota,148,recalcitrant,3626751.5726836026,6.533886140514971,9.836325769227058e-5,9.836325787198614e-5,0.6642948199947336,148,Bufexamac,2,C9H12O4,1,9,12,0,4,0,0,-0.44444444444444464,72.96666666666667
6381,Dictyota,677,recalcitrant,24855809.63891998,7.395277559987109,7.028318248762089e-4,7.028318847071239e-4,0.048877069363445456,677,Organic compounds;Organoheterocyclic compounds;Benzene and substituted derivatives;nan,3,C10H21NO6,1,10,21,1,6,0,0,-0.5999999999999996,77.39999999999999
6382,Dictyota,398,recalcitrant,3966978.6096679517,6.2280733917380555,9.908121366807889e-5,9.908121420451602e-5,-1.0601230041217318,398,"L-Glutamic acid, dimethyl ester",2,C12H10O4,1,12,10,0,4,0,0,-0.16666666666666696,65.05000000000001
6384,CCA,-1,recalcitrant,1678133.7250937563,6.221777246483773,1.69090557682327e-4,1.6909055876903622e-4,-0.19373490658000947,-6384,no matches;no matches;no matches;no matches,3,C22H29NO7,0.9998999,22,29,1,7,0,0,-0.5454545454545459,75.84545454545456
6384,Dictyota,-1,recalcitrant,3660393.7666561846,6.549287260510737,1.003996355194267e-4,1.0039963569583819e-4,-0.7314301158727345,-6384,no matches;no matches;no matches;no matches,3,C22H29NO7,0.9998999,22,29,1,7,0,0,-0.5454545454545459,75.84545454545456
6385,Dictyota,5439,recalcitrant,30977506.996214908,7.210416052608677,9.78115773067204e-4,9.781162949665996e-4,-2.996793054622852,5439,8-Iso-16-cyclohexyltetranorprostaglandin E2,1,C22H32O4,1,22,32,0,4,0,0,-1.0909090909090908,91.39090909090909
6386,CCA,1961,recalcitrant,948671.4382226572,5.9651841335353515,9.803303347823677e-5,9.803303372637395e-5,1.0724084855820137,1961,Ethylenediaminetetraacetic acid,2,C13H22N2O8,1,13,22,2,8,0,0,0,60.3
6389,CCA,814,recalcitrant,2720103.60862504,6.431609486867101,2.5954038103435397e-4,2.595403840713798e-4,0.38325175791328,814,"[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate",2,C17H22N4O5,0.7,17,22,4,5,0,0,0,60.3
6389,Dictyota,814,recalcitrant,41821930.06584772,7.560177883336699,0.0011088225024958893,0.0011088228327433226,-1.2387420562623426,814,"[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate",2,C17H22N4O5,0.7,17,22,4,5,0,0,0,60.3
6389,Pocillopora verrucosa,814,recalcitrant,785910.2510625094,5.869687035721926,1.947912306651349e-5,1.9479123068284172e-5,1.5806864145169872,814,"[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate",2,C17H22N4O5,0.7,17,22,4,5,0,0,0,60.3
6389,Turf,814,recalcitrant,429763.60533985397,5.614525179391334,2.7766632278268176e-5,2.7766632282316115e-5,-0.44441901437679715,814,"[(6E,10Z)-6-formyl-10-(hydroxymethyl)-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 3-methylbutanoate",2,C17H22N4O5,0.7,17,22,4,5,0,0,0,60.3
6394,Dictyota,1072,recalcitrant,8563122.851244142,6.590492491025359,2.14329011788578e-4,2.143290170663476e-4,-3.4732005800782924,1072,1-METHYLNICOTINAMIDE,2,C11H23NO5,1,11,23,1,5,0,0,-0.9090909090909092,86.2090909090909
