feature_number,network,combined_ID,binary_ID,canopus_annotation,canopus_probability,chemontid,level.x,SUBCLASS,CHEMONT_STRING,level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,characterization scores,C,H,N,O,P,S,NOSC,dG,inchi_binary,inchi_combined,chemical composition,DayNight,CCA,Dictyota,Pocillopora verrucosa,Porites lobata,Turf,number_exudate_organisms,Organism,lability,Experiment,Replicate,Timepoint,ra,color,inchi_key,inchi_string,inchi_1,inchi_2,inchi_3,inchi_4,inchi_5,inchi_6,inchi_7,inchi_8,level.y,classification
13254,1841,Adipoyl-L-carnitine,2,Carboxylic acid derivatives,1,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,14,25,1,6,0,0,-0.7142857142857144,80.65714285714286,2,"InChI=1S/C13H23NO6/c1-14(2,3)9-10(8-12(17)18)20-13(19)7-5-4-6-11(15)16/h10H,4-9H2,1-3H3,(H-,15,16,17,18)/t10-/m1/s1",CHON,Day,NA,NA,6.012712843388234e-4,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,7.533696060241079e-5,#3B9AB2,BSVHAXJKBCWVDA-SNVBAGLBSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty acid esters;Acyl carnitines;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Acyl carnitines,"NA","NA","NA",5,Acyl carnitines
13318,21,Fastigilin B,2,Carboxylic acid derivatives,0.98,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,22,43,1,5,0,0,-1.3636363636363633,99.16363636363636,2,"InChI=1S/C20H26O6/c1-9(2)8-14(22)25-18-15-11(4)19(24)26-17(15)16(23)10(3)12-6-7-13(21)20(12,18)5/h6-8,10-12,15-18,23H,1-5H3/t10-,11-,12-,15+,16+,17-,18-,20-/m0/s1",CHON,Day,NA,NA,0.001158490684680205,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,3.763081363715151e-5,#3B9AB2,DLISCHVYLYGCNV-HJDABSCOSA-N,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene lactones;Sesquiterpene lactones;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,"NA","NA","NA",5,Sesquiterpene lactones
13318,21,Fastigilin B,2,Carboxylic acid derivatives,0.98,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,22,43,1,5,0,0,-1.3636363636363633,99.16363636363636,2,"InChI=1S/C20H26O6/c1-9(2)8-14(22)25-18-15-11(4)19(24)26-17(15)16(23)10(3)12-6-7-13(21)20(12,18)5/h6-8,10-12,15-18,23H,1-5H3/t10-,11-,12-,15+,16+,17-,18-,20-/m0/s1",CHON,Day,NA,NA,0.001158490684680205,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,5.448364068697698e-5,#3B9AB2,DLISCHVYLYGCNV-HJDABSCOSA-N,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene lactones;Sesquiterpene lactones;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,Sesquiterpene lactones,"NA","NA","NA",5,Sesquiterpene lactones
13392,-1,N-Undecanoyl-L-homoserine lactone,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,9,19,1,2,0,0,-1.333333333333333,98.29999999999998,2,"InChI=1S/C15H27NO3/c1-2-3-4-5-6-7-8-9-10-14(17)16-13-11-12-19-15(13)18/h13H,2-12H2,1H3,(H,16,17)/t13-/m0/s1",CHON,Day,NA,NA,NA,0.003802074452489064,NA,1,Porites lobata,labile,dorcierr,1,Exudate,4.2379688389949695e-6,#3B9AB2,YAWJNUREPGJHSG-ZDUSSCGKSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;N-acyl-alpha amino acids and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,N-acyl-alpha amino acids and derivatives,"NA",7,N-acyl-alpha amino acids and derivatives
13392,-1,N-Undecanoyl-L-homoserine lactone,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,9,19,1,2,0,0,-1.333333333333333,98.29999999999998,2,"InChI=1S/C15H27NO3/c1-2-3-4-5-6-7-8-9-10-14(17)16-13-11-12-19-15(13)18/h13H,2-12H2,1H3,(H,16,17)/t13-/m0/s1",CHON,Day,NA,NA,NA,0.003802074452489064,NA,1,Porites lobata,labile,dorcierr,2,Exudate,4.3049432108786644e-6,#3B9AB2,YAWJNUREPGJHSG-ZDUSSCGKSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;N-acyl-alpha amino acids and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,N-acyl-alpha amino acids and derivatives,"NA",7,N-acyl-alpha amino acids and derivatives
13491,141,"L-3,5-Diiodotyrosine",2,Amino acids and derivatives,0.95,CHEMONTID:0000347,5,CHEMONTID:0000013,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C9H9I2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1",uncharacterized,Day,NA,NA,0.0017070370929710328,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,3.4559258287886054e-6,#F21A00,NYPYHUZRZVSYKL-ZETCQYMHSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;Tyrosine and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Tyrosine and derivatives,"NA",7,Tyrosine and derivatives
13491,141,"L-3,5-Diiodotyrosine",2,Amino acids and derivatives,0.95,CHEMONTID:0000347,5,CHEMONTID:0000013,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0000013;CHEMONTID:0000347,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C9H9I2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1",uncharacterized,Day,NA,NA,0.0017070370929710328,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,6.676653482232118e-6,#F21A00,NYPYHUZRZVSYKL-ZETCQYMHSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;Tyrosine and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Tyrosine and derivatives,"NA",7,Tyrosine and derivatives
14111,83,Primary amines,N/A,Primary amines,0.84,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Bad quality,12,30,6,3,1,0,-0.916666666666667,86.42500000000001,3,N/A,uncharacterized,Day,0.016559587147716107,NA,NA,NA,NA,1,CCA,labile,dorcierr,1,Exudate,1.1294765383182163e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14111,83,Primary amines,N/A,Primary amines,0.84,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Bad quality,12,30,6,3,1,0,-0.916666666666667,86.42500000000001,3,N/A,uncharacterized,Day,0.016559587147716107,NA,NA,NA,NA,1,CCA,labile,dorcierr,2,Exudate,1.472908273126213e-6,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14320,6644,"8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid",2,Phosphate esters,1,CHEMONTID:0000408,4,CHEMONTID:0000402,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,NA,Low probability,22,49,1,8,1,0,-1.5909090909090908,105.64090909090908,2,"InChI=1S/C20H34O4/c1-2-3-4-5-6-7-8-9-12-15-18(21)19(22)16-13-10-11-14-17-20(23)24/h6-7,9-10,12-13,18-19,21-22H,2-5,8,11,14-17H2,1H3,(H,23,24)/b7-6-,12-9-,13-10-",uncharacterized,Day,NA,NA,0.007730693657210197,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,1.8225308167610376e-5,#F21A00,DCJBINATHQHPKO-TYAUOURKSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Eicosanoids;Hydroxyeicosatrienoic acids;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Hydroxyeicosatrienoic acids,"NA","NA","NA",5,Hydroxyeicosatrienoic acids
14320,6644,"8,9-Dihydroxy-5Z,11Z,14Z-eicosatrienoic acid",2,Phosphate esters,1,CHEMONTID:0000408,4,CHEMONTID:0000402,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000402;CHEMONTID:0000408,Organic compounds,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,NA,Low probability,22,49,1,8,1,0,-1.5909090909090908,105.64090909090908,2,"InChI=1S/C20H34O4/c1-2-3-4-5-6-7-8-9-12-15-18(21)19(22)16-13-10-11-14-17-20(23)24/h6-7,9-10,12-13,18-19,21-22H,2-5,8,11,14-17H2,1H3,(H,23,24)/b7-6-,12-9-,13-10-",uncharacterized,Day,NA,NA,0.007730693657210197,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,2.2343468149490842e-5,#F21A00,DCJBINATHQHPKO-TYAUOURKSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Eicosanoids;Hydroxyeicosatrienoic acids;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Hydroxyeicosatrienoic acids,"NA","NA","NA",5,Hydroxyeicosatrienoic acids
14416,695,Vincristine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,Day,NA,NA,NA,0.023104861953708176,NA,1,Porites lobata,labile,dorcierr,1,Exudate,1.018835325835904e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14416,695,Vincristine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,Day,NA,NA,NA,0.023104861953708176,NA,1,Porites lobata,labile,dorcierr,2,Exudate,1.4778792515647747e-5,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14615,17,N-Oleoyltaurine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",uncharacterized,Day,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,3.0217394244341425e-4,#F21A00,KOGRJTUIKPMZEJ-KTKRTIGZSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty amides;N-acyl amines;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,"NA","NA","NA",5,N-acyl amines
14615,17,N-Oleoyltaurine,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",uncharacterized,Day,NA,NA,0,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,3.1430731971916336e-4,#F21A00,KOGRJTUIKPMZEJ-KTKRTIGZSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty amides;N-acyl amines;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,"NA","NA","NA",5,N-acyl amines
14621,17,N-Oleoyltaurine,2,Primary amines,0.91,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",uncharacterized,Day,NA,NA,1.025153788559727e-7,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,9.343175412227406e-5,#F21A00,KOGRJTUIKPMZEJ-KTKRTIGZSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty amides;N-acyl amines;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,"NA","NA","NA",5,N-acyl amines
14621,17,N-Oleoyltaurine,2,Primary amines,0.91,CHEMONTID:0002450,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0002450,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C20H39NO4S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(22)21-18-19-26(23,24)25/h9-10H,2-8,11-19H2,1H3,(H,21,22)(H,23,24,25)/b10-9-",uncharacterized,Day,NA,NA,1.025153788559727e-7,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,1.0318159665867082e-4,#F21A00,KOGRJTUIKPMZEJ-KTKRTIGZSA-N,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty amides;N-acyl amines;NA;NA;NA,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,N-acyl amines,"NA","NA","NA",5,N-acyl amines
14682,-1,(-)-Secoisolariciresinol,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,19,20,4,0,0,0,-0.4210526315789478,72.30000000000001,1,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16-/m0/s1",uncharacterized,Day,NA,NA,0.0013609550133078902,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,5.508000641145168e-5,#F21A00,PUETUDUXMCLALY-HOTGVXAUSA-N,"Organic compounds;Lignans, neolignans and related compounds;Dibenzylbutane lignans;Dibenzylbutanediol lignans;Dibenzylbutanediol lignans;NA;NA;NA",Organic compounds,"Lignans, neolignans and related compounds",Dibenzylbutane lignans,Dibenzylbutanediol lignans,Dibenzylbutanediol lignans,"NA","NA","NA",5,Dibenzylbutanediol lignans
14682,-1,(-)-Secoisolariciresinol,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bad quality,19,20,4,0,0,0,-0.4210526315789478,72.30000000000001,1,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16-/m0/s1",uncharacterized,Day,NA,NA,0.0013609550133078902,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,4.2378333584087124e-5,#F21A00,PUETUDUXMCLALY-HOTGVXAUSA-N,"Organic compounds;Lignans, neolignans and related compounds;Dibenzylbutane lignans;Dibenzylbutanediol lignans;Dibenzylbutanediol lignans;NA;NA;NA",Organic compounds,"Lignans, neolignans and related compounds",Dibenzylbutane lignans,Dibenzylbutanediol lignans,Dibenzylbutanediol lignans,"NA","NA","NA",5,Dibenzylbutanediol lignans
14878,2918,Triazoles,N/A,Triazoles,0.96,CHEMONTID:0000099,4,CHEMONTID:0000436,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000436;CHEMONTID:0000099,Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,NA,NA,NA,NA,Good,17,44,6,2,1,0,-1.5882352941176467,105.56470588235294,3,N/A,CHONP,Day,NA,NA,0.03507639261492797,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,7.485943458896138e-6,#D1C74C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14878,2918,Triazoles,N/A,Triazoles,0.96,CHEMONTID:0000099,4,CHEMONTID:0000436,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000436;CHEMONTID:0000099,Organic compounds,Organoheterocyclic compounds,Azoles,Triazoles,NA,NA,NA,NA,Good,17,44,6,2,1,0,-1.5882352941176467,105.56470588235294,3,N/A,CHONP,Day,NA,NA,0.03507639261492797,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,1.1734556652706395e-5,#D1C74C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14888,1730,Spectral Match to Oleoyl L-carnitine from NIST14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,Day,NA,NA,NA,NA,0.0014236479017445838,1,Turf,labile,dorcierr,1,Exudate,1.637545930751138e-4,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14888,1730,Spectral Match to Oleoyl L-carnitine from NIST14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,N/A,uncharacterized,Day,NA,NA,NA,NA,0.0014236479017445838,1,Turf,labile,dorcierr,2,Exudate,1.8706999202525775e-4,#F21A00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15101,2938,"NCGC00384954-01_C28H37NO8_2-[(6'R,8a'S)-4,6'-Dihydroxy-2',5',5',8a'-tetramethyl-6-oxo-3',4',4a',5',6,6',7',8,8',8a'-decahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalen]-7(3H)-yl]pentanedioic acid",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C28H37NO8/c1-14-5-7-20-26(2,3)21(31)9-10-27(20,4)28(14)12-16-19(30)11-15-17(23(16)37-28)13-29(24(15)34)18(25(35)36)6-8-22(32)33/h11,14,18,20-21,30-31H,5-10,12-13H2,1-4H3,(H,32,33)(H,35,36)/t14?,18?,20?,21-,27+,28?/m1/s1",uncharacterized,Day,NA,NA,NA,0.013706486597206096,NA,1,Porites lobata,labile,dorcierr,1,Exudate,1.376597620297751e-5,#F21A00,QZGOQORSUIQVIR-UIXQMLBBSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;Glutamic acid and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Glutamic acid and derivatives,"NA",7,Glutamic acid and derivatives
15101,2938,"NCGC00384954-01_C28H37NO8_2-[(6'R,8a'S)-4,6'-Dihydroxy-2',5',5',8a'-tetramethyl-6-oxo-3',4',4a',5',6,6',7',8,8',8a'-decahydro-2'H-spiro[furo[2,3-e]isoindole-2,1'-naphthalen]-7(3H)-yl]pentanedioic acid",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"InChI=1S/C28H37NO8/c1-14-5-7-20-26(2,3)21(31)9-10-27(20,4)28(14)12-16-19(30)11-15-17(23(16)37-28)13-29(24(15)34)18(25(35)36)6-8-22(32)33/h11,14,18,20-21,30-31H,5-10,12-13H2,1-4H3,(H,32,33)(H,35,36)/t14?,18?,20?,21-,27+,28?/m1/s1",uncharacterized,Day,NA,NA,NA,0.013706486597206096,NA,1,Porites lobata,labile,dorcierr,2,Exudate,3.679391362931861e-5,#F21A00,QZGOQORSUIQVIR-UIXQMLBBSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;Glutamic acid and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Glutamic acid and derivatives,"NA",7,Glutamic acid and derivatives
15119,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.85,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,37,1,5,0,0,-1.2631578947368425,96.30000000000001,3,N/A,CHON,Day,NA,NA,NA,2.523380030273814e-9,NA,1,Porites lobata,labile,dorcierr,1,Exudate,1.0355551011504541e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15119,-1,Carboxylic acid derivatives,N/A,Carboxylic acid derivatives,0.85,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA,Good,19,37,1,5,0,0,-1.2631578947368425,96.30000000000001,3,N/A,CHON,Day,NA,NA,NA,2.523380030273814e-9,NA,1,Porites lobata,labile,dorcierr,2,Exudate,1.3738421297751025e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15198,141,3-Iodo-L-tyrosine,1,Aralkylamines,0.97,CHEMONTID:0003899,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0003899,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,1,"InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)",uncharacterized,Day,NA,NA,0.007628609364755549,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,2.7393284403097396e-5,#F21A00,UQTZMGFTRHFAAM-UHFFFAOYSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;Tyrosine and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Tyrosine and derivatives,"NA",7,Tyrosine and derivatives
15198,141,3-Iodo-L-tyrosine,1,Aralkylamines,0.97,CHEMONTID:0003899,5,CHEMONTID:0002449,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0002449;CHEMONTID:0003899,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Amines,Aralkylamines,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,1,"InChI=1S/C9H10INO3/c10-6-3-5(1-2-8(6)12)4-7(11)9(13)14/h1-3,7,12H,4,11H2,(H,13,14)",uncharacterized,Day,NA,NA,0.007628609364755549,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,2,Exudate,2.9672561346130854e-5,#F21A00,UQTZMGFTRHFAAM-UHFFFAOYSA-N,"Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues;Amino acids and derivatives;Alpha amino acids and derivatives;Tyrosine and derivatives;NA",Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alpha amino acids and derivatives,Tyrosine and derivatives,"NA",7,Tyrosine and derivatives
15291,-1,Guanidines,N/A,Guanidines,0.98,CHEMONTID:0000375,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000375,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,NA,NA,NA,NA,Good,19,38,4,4,0,0,-0.9473684210526319,87.30000000000001,3,N/A,CHON,Day,NA,NA,0.002365339770599105,NA,NA,1,Pocillopora verrucosa,labile,dorcierr,1,Exudate,1.7558612391396897e-5,#3B9AB2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
